"","Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date"
"191","267100","Eudynamys","scolopaceus","","Asian Koel","Vivek Puliyeri","India","IIT Madras, Chennai, Tamil Nadu","12.9912","80.2363","call","//www.xeno-canto.org/267100/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/267100","C","16:30","2015-08-09"
"192","209026","Eudynamys","scolopaceus","","Asian Koel","Albert Lastukhin & Sergei Karpeev","India","Bardez (near  Calangute), North Goa, Goa","15.5442","73.7733","call","//www.xeno-canto.org/209026/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/209026","C","06:00","2014-11-16"
"193","208899","Eudynamys","scolopaceus","","Asian Koel","Albert Lastukhin & Sergei Karpeev","India","Bardez (near  Calangute), North Goa, Goa","15.5442","73.7733","call","//www.xeno-canto.org/208899/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/208899","C","08:00","2014-11-16"
"194","163891","Eudynamys","scolopaceus","","Asian Koel","Albert Lastukhin","India","Bardez (near  Calangute), North Goa, Goa","15.5442","73.7733","song","//www.xeno-canto.org/163891/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/163891","C","07:30","2013-12-16"
"195","138196","Eudynamys","scolopaceus","","Asian Koel","Marc Anderson","Nepal","Chitwan National Park ","27.5334","84.3334","song","//www.xeno-canto.org/138196/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/138196","C","17:00","2012-04-10"
"196","110029","Eudynamys","scolopaceus","","Asian Koel","Frank Lambert","China","Foping Nature Reserve, Qinling Mountains, Shaanxi","33.6451","107.8034","song","//www.xeno-canto.org/110029/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/110029","C","05:30","2012-05-21"
"197","79134","Eudynamys","scolopaceus","","Asian Koel","Frank Lambert","India","Kaziranga National Park, Assam near park entrance","26.592","93.398","song","//www.xeno-canto.org/79134/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/79134","C","07:50","2011-04-11"
"198","76182","Eudynamys","scolopaceus","","Asian Koel","vir joshi","India","Amreli, Gujarat","21.576","71.317","call","//www.xeno-canto.org/76182/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/76182","C","10:00","2011-04-20"
"199","54452","Eudynamys","scolopaceus","","Asian Koel","Natalie Raeber","Nepal","Neopane","27.593","85.332","?","//www.xeno-canto.org/54452/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/54452","C","07.00","2010-04-16"
"200","39445","Eudynamys","scolopaceus","scolopaceus","Asian Koel","Stuart Fisher","India","Kollam area backwaters, Kerala  ","8.7723","76.7089","call, female","//www.xeno-canto.org/39445/download","//creativecommons.org/licenses/by-nc-nd/2.5/","https://www.xeno-canto.org/39445","C","?","2006-02-00"
"201","331545","Eudynamys","scolopaceus","","Asian Koel","Lakshmikant Rajaram Neve","India","BTPS-DEEPNAGAR-500 MW TURBINE/400KV YARD ROAD:","21.0476","75.8539","song","//www.xeno-canto.org/331545/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/331545","D","06:56:43","2016-08-19"
"202","283132","Eudynamys","scolopaceus","","Asian Koel","Ko Chie-Jen (Jerome)","Taiwan","Xindian District (near  Taipei), New Taipei City","24.9856","121.5311","song","//www.xeno-canto.org/283132/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/283132","D","05:06","2014-06-02"
"203","163889","Eudynamys","scolopaceus","","Asian Koel","Albert Lastukhin","India","Bardez (near  Calangute), North Goa, Goa","15.5442","73.7733","call","//www.xeno-canto.org/163889/download","//creativecommons.org/licenses/by-nc-sa/3.0/","https://www.xeno-canto.org/163889","D","05:30","2013-12-06"
"204","153245","Eudynamys","scolopaceus","","Asian Koel","Sander Pieterse","Thailand","trail to Had Lek, Ko Miang, Mu Ko Similan National Park, Andaman Sea","8.5691","97.6393","call","//www.xeno-canto.org/153245/download","//creativecommons.org/licenses/by-nc-nd/3.0/","https://www.xeno-canto.org/153245","D","08:42","2012-12-20"
"205","208907","Eudynamys","scolopaceus","","Asian Koel","Albert Lastukhin & Sergei Karpeev","India","Bardez (near  Calangute), North Goa, Goa","15.5442","73.7733","call","//www.xeno-canto.org/208907/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/208907","E","08:30","2014-11-16"
