"","sound.files","selec","duration","meanfreq","sd","freq.median","freq.Q25","freq.Q75","freq.IQR","time.median","time.Q25","time.Q75","time.IQR","skew","kurt","sp.ent","time.ent","entropy","sfm","meandom","mindom","maxdom","dfrange","modindx","startdom","enddom","dfslope","meanpeakf","bottom.freq","top.freq"
"25","tmp.wav",28,0.111500021475138,3.76432873050505,0.512138467601774,3.83663551401869,3.26242990654206,4.2403738317757,0.977943925233645,0.0446867704280156,0.0225603112840467,0.0793949416342412,0.0568346303501946,4.19242058422959,25.3995913621557,0.921493284776321,0.897807303263436,0.827323400980394,0.679943483649849,4.12558139534884,3.12,4.32,1.2,9.99999999999999,3.12,3.12,0,4.44,2.76,4.68
"26","tmp.wav",29,0.163916698237372,8.15964560382367,0.200036162848525,8.15387755102041,8.04367346938776,8.27632653061225,0.232653061224491,0.0770365535248042,0.0389462576153177,0.120690600522193,0.0817443429068755,2.19947968760697,9.37730426980086,0.901219891573349,0.88767411806805,0.799989572437757,0.500208563357379,8.219375,7.68,8.64,0.960000000000001,17,8.64,8.16,-2.92831667036691,8.28,7.56,8.76
"27","tmp.wav",30,0.235145878622944,7.53011697164543,1.23007058440914,8.10425373134329,6.96,8.40201492537314,1.44201492537313,0.137946562876053,0.0691855069193742,0.173175992779783,0.103990485860409,2.6342675396518,11.0513860337393,0.92092201039349,0.884781105249507,0.81481439420455,0.531608304209818,8.01210810810811,4.8,9.12,4.32,25.2222222222222,4.8,7.2,10.2064302128314,8.52,4.68,9.24
"28","tmp.wav",31,0.104666686825695,5.83913037932162,0.384573682399728,5.9568,5.6688,6.1296,0.460799999999999,0.0351784232365145,0.0208464730290456,0.06167081604426,0.0408243430152144,2.95353859479423,13.5134094551232,0.889201069063252,0.898961874175078,0.799357859563584,0.547505600341727,5.92512820512821,4.8,6.48,1.68,9.28571428571429,5.52,5.76,2.29299318893776,6.12,4.68,6.6
"29","tmp.wav",32,0.106729187222939,7.04166849739799,0.594970973424166,7.19444839857651,6.62135231316726,7.57024911032029,0.948896797153026,0.0494598577235772,0.0290685128726287,0.0702850609756098,0.041216548102981,2.45750071249416,9.85693515291567,0.908377348062972,0.899061152401494,0.816686785364909,0.520841640377333,7.24702040816326,5.76,7.68,1.92,13.125,5.76,7.44,15.7407738568342,7.8,5.4,8.04
"30","tmp.wav",33,0.239312546092108,11.1449296870972,0.130608245182706,11.1515789473684,11.0252631578947,11.24,0.214736842105263,0.107775487588652,0.0636469414893617,0.177362810283688,0.113715868794326,1.23414005801272,5.23441688289503,0.968526702405908,0.884783291451536,0.856936243613402,0.842491921638259,11.1759036144578,11.04,11.28,0.24,61,11.04,11.28,1.00287261958939,11.16,10.92,11.4
"31","tmp.wav",34,0.150583362336008,8.26693970443508,0.247765568381968,8.24666666666667,8.12,8.40666666666667,0.286666666666667,0.0819413580246914,0.0497654320987654,0.114117283950617,0.0643518518518519,2.17030008155142,7.57109710804027,0.890190706662653,0.889050685654995,0.791424658122136,0.501021702373317,8.26659025787966,7.92,8.64,0.720000000000001,19.3333333333333,8.16,8.64,3.1876031492041,8.28,7.56,9
"32","tmp.wav",35,0.209916707097079,8.1169665745315,0.386121359506893,8.18531017369727,7.85657568238214,8.40923076923077,0.552655086848635,0.113261325219743,0.0489663624070318,0.154563387423935,0.105597025016903,1.87938350905556,7.76962436750653,0.930444607790132,0.885162030638311,0.823594238427981,0.596883372451943,8.23967611336032,7.2,8.64,1.44,20.5,7.68,8.4,3.42993185228951,8.52,7.08,9
"33","tmp.wav",37,0.113375021836276,6.46431548199539,1.40725727746565,6.05823529411765,5.57294117647059,7.39058823529412,1.81764705882353,0.049331106870229,0.0337528625954198,0.0726984732824427,0.0389456106870229,3.25027988211159,18.4307024174787,0.944821446855729,0.896409455738451,0.84694687894596,0.698133170682148,5.85692307692308,4.08,9.36,5.28,9.54545454545455,4.32,5.76,12.7012103431344,6.12,3.72,9.72
"34","tmp.wav",38,0.111729188185947,6.85711351934029,0.877842740829156,7.19439252336449,6.36897196261682,7.47252336448598,1.10355140186916,0.050234819121447,0.0311802325581395,0.0740530523255814,0.0428728197674419,2.19117343116711,8.70311959679776,0.925035811056604,0.897091586479761,0.829841843291361,0.597167693244742,6.99130434782609,4.56,8.16,3.6,17,5.04,6.24,10.7402552500684,7.32,4.44,8.28
"35","tmp.wav",39,0.1053958536328,7.32920320305751,0.333348327704892,7.33762711864407,7.10983050847458,7.66033898305085,0.550508474576271,0.0431164772727273,0.0309219180440771,0.0583596763085399,0.0274377582644628,3.18449599487363,17.2472055821395,0.897828257764819,0.897610656276544,0.805900211675906,0.508272825830055,7.42034482758621,6.48,7.68,1.2,12.2,6.48,7.68,11.3856471449134,7.8,6.36,8.04
